episode,task,policy,outcome,frames,seconds,closures,closures_per_s,closed_frac
1983,cable_clip,smolvla,failure,878,43.9,11,0.2506,0.456
1984,cable_clip,smolvla,failure,867,43.4,15,0.346,0.612
1985,cable_clip,smolvla,failure,869,43.5,21,0.4833,0.453
1986,cable_clip,smolvla,failure,865,43.2,11,0.2543,0.688
1987,cable_clip,smolvla,failure,861,43.0,17,0.3949,0.751
1988,cable_clip,smolvla,failure,870,43.5,14,0.3218,0.764
1989,cable_clip,smolvla,failure,774,38.7,8,0.2067,0.727
1990,cable_clip,smolvla,failure,864,43.2,16,0.3704,0.723
1991,cable_clip,smolvla,failure,850,42.5,18,0.4235,0.774
1992,cable_clip,smolvla,failure,865,43.2,12,0.2775,0.785
1993,cable_clip,smolvla,failure,869,43.5,12,0.2762,0.75
1994,cable_clip,smolvla,failure,874,43.7,20,0.4577,0.491
1995,cable_clip,smolvla,failure,865,43.2,15,0.3468,0.354
1996,cable_clip,smolvla,failure,869,43.5,10,0.2301,0.307
1997,cable_clip,smolvla,failure,872,43.6,9,0.2064,0.382
1998,cable_clip,smolvla,failure,871,43.5,6,0.1378,0.358
1999,cable_clip,smolvla,failure,862,43.1,8,0.1856,0.254
2000,cable_clip,smolvla,failure,865,43.2,11,0.2543,0.622
2001,cable_clip,smolvla,failure,868,43.4,9,0.2074,0.267
2002,cable_clip,smolvla,failure,871,43.5,19,0.4363,0.596
2003,cable_clip,smolvla,failure,866,43.3,10,0.2309,0.289
2004,cable_clip,smolvla,failure,869,43.5,14,0.3222,0.297
2005,cable_clip,smolvla,failure,873,43.6,10,0.2291,0.304
2006,cable_clip,smolvla,failure,875,43.8,20,0.4571,0.637
2007,cable_clip,smolvla,failure,875,43.8,21,0.48,0.514
2008,cable_clip,smolvla,failure,876,43.8,14,0.3196,0.626
2009,cable_clip,molmoact2,failure,432,21.6,9,0.4167,0.535
2010,cable_clip,molmoact2,failure,429,21.4,6,0.2797,0.758
2011,cable_clip,molmoact2,failure,449,22.4,8,0.3563,0.619
2012,cable_clip,molmoact2,failure,424,21.2,7,0.3302,0.429
2013,cable_clip,molmoact2,failure,449,22.4,6,0.2673,0.802
2014,cable_clip,molmoact2,failure,429,21.4,6,0.2797,0.804
2015,cable_clip,molmoact2,failure,448,22.4,5,0.2232,0.661
2016,cable_clip,molmoact2,failure,445,22.2,4,0.1798,0.449
2017,cable_clip,molmoact2,failure,450,22.5,4,0.1778,0.916
2018,cable_clip,molmoact2,failure,421,21.1,2,0.095,0.387
2019,cable_clip,molmoact2,failure,414,20.7,5,0.2415,0.461
2020,cable_clip,molmoact2,failure,414,20.7,4,0.1932,0.234
2021,cable_clip,molmoact2,failure,415,20.8,3,0.1446,0.255
2022,cable_clip,molmoact2,failure,393,19.6,2,0.1018,0.298
2023,cable_clip,molmoact2,failure,415,20.8,3,0.1446,0.287
2024,cable_clip,molmoact2,failure,244,12.2,3,0.2459,0.762
2025,cable_clip,molmoact2,failure,261,13.1,3,0.2299,0.651
2026,cable_clip,molmoact2,failure,383,19.1,12,0.6266,0.399
2027,cable_clip,molmoact2,failure,85,4.2,2,0.4706,0.988
2028,cable_clip,molmoact2,failure,264,13.2,4,0.303,0.799
2029,cable_clip,molmoact2,failure,106,5.3,1,0.1887,1.0
2030,cable_clip,molmoact2,failure,413,20.6,13,0.6295,0.455
2031,cable_clip,molmoact2,failure,173,8.7,4,0.4624,0.815
2032,cable_clip,molmoact2,failure,321,16.1,3,0.1869,0.9
2033,cable_clip,molmoact2,failure,414,20.7,7,0.3382,0.899
2034,cable_clip,molmoact2,failure,427,21.4,6,0.281,0.714
2035,cable_clip,molmoact2,failure,421,21.1,7,0.3325,0.772
2036,cable_clip,molmoact2,failure,418,20.9,7,0.3349,0.813
2037,cable_clip,molmoact2,failure,419,20.9,4,0.1909,0.981
2038,cable_clip,molmoact2,failure,421,21.1,6,0.285,0.442
2039,cable_clip,molmoact2,failure,1018,50.9,18,0.3536,0.414
2040,cable_clip,molmoact2,failure,1021,51.0,7,0.1371,0.304
2041,cable_clip,molmoact2,failure,1021,51.0,10,0.1959,0.763
2042,cable_clip,molmoact2,failure,1025,51.2,7,0.1366,0.687
2043,cable_clip,molmoact2,failure,1022,51.1,11,0.2153,0.65
2044,cable_clip,molmoact2,failure,615,30.8,2,0.065,0.937
2045,cable_clip,molmoact2,failure,586,29.3,4,0.1365,0.744
2046,cable_clip,molmoact2,failure,464,23.2,3,0.1293,0.552
2047,cable_clip,molmoact2,failure,573,28.6,5,0.1745,0.787
2048,cable_clip,molmoact2,failure,865,43.2,2,0.0462,0.125
2049,cable_clip,molmoact2,failure,1018,50.9,6,0.1179,0.438
2050,cable_clip,molmoact2,failure,642,32.1,4,0.1246,0.558
2051,cable_clip,molmoact2,failure,1002,50.1,6,0.1198,0.337
2052,cable_clip,molmoact2,failure,382,19.1,3,0.1571,0.518
2053,cable_clip,molmoact2,failure,1016,50.8,3,0.0591,0.234
2054,cable_clip,molmoact2,failure,631,31.6,3,0.0951,0.952
2055,cable_clip,molmoact2,failure,137,6.8,2,0.292,0.577
2056,cable_clip,molmoact2,failure,841,42.0,7,0.1665,0.552
2057,cable_clip,molmoact2,failure,789,39.5,6,0.1521,0.318
2058,cable_clip,molmoact2,failure,224,11.2,3,0.2679,0.5
2059,cable_clip,molmoact2,failure,1016,50.8,2,0.0394,0.095
2060,cable_clip,molmoact2,failure,154,7.7,3,0.3896,0.695
2061,cable_clip,molmoact2,failure,1007,50.4,7,0.139,0.243
2062,cable_clip,molmoact2,failure,229,11.4,4,0.3493,0.699
2063,cable_clip,molmoact2,failure,1021,51.0,17,0.333,0.299
2064,cable_clip,molmoact2,failure,1017,50.9,7,0.1377,0.384
2065,cable_clip,molmoact2,failure,1015,50.8,19,0.3744,0.364
2066,cable_clip,molmoact2,failure,1012,50.6,17,0.336,0.433
2067,cable_clip,molmoact2,failure,1017,50.9,18,0.354,0.456
2068,cable_clip,molmoact2,failure,996,49.8,14,0.2811,0.491
2069,cable_clip,grootn1.7,failure,881,44.0,5,0.1135,0.851
2070,cable_clip,grootn1.7,failure,881,44.0,7,0.1589,0.829
2071,cable_clip,grootn1.7,failure,889,44.5,15,0.3375,0.495
2072,cable_clip,grootn1.7,failure,888,44.4,8,0.1802,0.422
2073,cable_clip,grootn1.7,failure,897,44.9,6,0.1338,0.799
2074,cable_clip,grootn1.7,failure,891,44.5,16,0.3591,0.695
2075,cable_clip,grootn1.7,failure,483,24.1,2,0.0828,0.242
2076,cable_clip,grootn1.7,failure,732,36.6,4,0.1093,0.34
2077,cable_clip,grootn1.7,failure,556,27.8,7,0.2518,0.705
2078,cable_clip,grootn1.7,failure,881,44.0,3,0.0681,0.109
2079,cable_clip,grootn1.7,failure,850,42.5,13,0.3059,0.381
2080,cable_clip,grootn1.7,failure,883,44.1,3,0.068,0.202
2081,cable_clip,grootn1.7,failure,867,43.4,11,0.2537,0.291
2082,cable_clip,grootn1.7,failure,161,8.1,1,0.1242,0.814
2083,cable_clip,grootn1.7,failure,865,43.2,8,0.185,0.768
2084,cable_clip,grootn1.7,failure,739,37.0,13,0.3518,0.536
2085,cable_clip,grootn1.7,failure,898,44.9,9,0.2004,0.314
2086,cable_clip,grootn1.7,failure,908,45.4,10,0.2203,0.182
2087,cable_clip,grootn1.7,failure,901,45.0,9,0.1998,0.396
2088,cable_clip,grootn1.7,failure,897,44.9,9,0.2007,0.311
2089,cable_clip,grootn1.7,failure,897,44.9,8,0.1784,0.317
2090,cable_clip,grootn1.7,failure,899,45.0,16,0.356,0.456
2091,cable_clip,grootn1.7,failure,462,23.1,6,0.2597,0.361
2092,cable_clip,grootn1.7,failure,902,45.1,2,0.0443,0.284
2093,cable_clip,grootn1.7,failure,897,44.9,11,0.2453,0.299
2094,cable_clip,grootn1.7,failure,899,45.0,6,0.1335,0.184
2095,cable_clip,grootn1.7,failure,906,45.3,8,0.1766,0.588
2096,cable_clip,grootn1.7,failure,900,45.0,18,0.4,0.583
2097,cable_clip,grootn1.7,failure,895,44.8,16,0.3575,0.311
2098,cable_clip,grootn1.7,failure,902,45.1,11,0.2439,0.42
2099,cable_clip,pi0,failure,1156,57.8,17,0.2941,0.785
2100,cable_clip,pi0,failure,1044,52.2,13,0.249,0.419
2101,cable_clip,pi0,failure,1145,57.2,17,0.2969,0.555
2102,cable_clip,pi0,failure,1159,58.0,26,0.4487,0.528
2103,cable_clip,pi0,failure,1145,57.2,10,0.1747,0.496
2104,cable_clip,pi0,failure,1148,57.4,14,0.2439,0.797
2105,cable_clip,pi0,failure,1156,57.8,27,0.4671,0.429
2106,cable_clip,pi0,failure,1154,57.7,11,0.1906,0.632
2107,cable_clip,pi0,failure,1156,57.8,11,0.1903,0.804
2108,cable_clip,pi0,failure,1156,57.8,35,0.6055,0.471
2109,cable_clip,pi0,failure,1162,58.1,23,0.3959,0.412
2110,cable_clip,pi0,failure,1162,58.1,19,0.327,0.285
2111,cable_clip,pi0,failure,1134,56.7,13,0.2293,0.294
2112,cable_clip,pi0,failure,1166,58.3,18,0.3087,0.216
2113,cable_clip,pi0,failure,1166,58.3,19,0.3259,0.244
2114,cable_clip,pi0,failure,1166,58.3,13,0.223,0.234
2115,cable_clip,pi0,failure,1166,58.3,17,0.2916,0.225
2116,cable_clip,pi0,failure,1166,58.3,10,0.1715,0.4
2117,cable_clip,pi0,failure,725,36.2,7,0.1931,0.468
2118,cable_clip,pi0,failure,1166,58.3,16,0.2744,0.219
2119,cable_clip,pi0,failure,657,32.9,3,0.0913,0.627
2120,cable_clip,pi0,failure,726,36.3,10,0.2755,0.423
2121,cable_clip,pi0,failure,448,22.4,3,0.1339,0.509
2122,cable_clip,pi0,failure,1086,54.3,1,0.0184,0.121
2123,cable_clip,pi0,failure,1165,58.2,9,0.1545,0.296
2124,cable_clip,pi0,failure,739,37.0,1,0.0271,1.0
2125,cable_clip,pi0,failure,1166,58.3,6,0.1029,0.31
2126,cable_clip,pi0,failure,1166,58.3,2,0.0343,0.76
2127,cable_clip,pi0,failure,1166,58.3,9,0.1544,0.453
2128,cable_clip,pi0,failure,1165,58.2,10,0.1717,0.273
2129,cable_clip,pi0.5,failure,1157,57.9,7,0.121,0.348
2130,cable_clip,pi0.5,failure,1152,57.6,3,0.0521,0.938
2131,cable_clip,pi0.5,failure,1156,57.8,12,0.2076,0.445
2132,cable_clip,pi0.5,failure,1149,57.5,8,0.1393,0.316
2133,cable_clip,pi0.5,failure,1106,55.3,4,0.0723,0.68
2134,cable_clip,pi0.5,failure,1105,55.2,6,0.1086,0.376
2135,cable_clip,pi0.5,failure,1139,57.0,9,0.158,0.536
2136,cable_clip,pi0.5,failure,1059,53.0,10,0.1889,0.568
2137,cable_clip,pi0.5,failure,1048,52.4,9,0.1718,0.645
2138,cable_clip,pi0.5,failure,1050,52.5,18,0.3429,0.568
2139,cable_clip,pi0.5,failure,1049,52.5,13,0.2479,0.549
2140,cable_clip,pi0.5,failure,1057,52.9,8,0.1514,0.63
2141,cable_clip,pi0.5,failure,1050,52.5,10,0.1905,0.548
2142,cable_clip,pi0.5,failure,1015,50.8,10,0.197,0.722
2143,cable_clip,pi0.5,failure,202,10.1,2,0.198,0.891
2144,cable_clip,pi0.5,failure,1056,52.8,19,0.3598,0.65
2145,cable_clip,pi0.5,failure,1060,53.0,10,0.1887,0.458
2146,cable_clip,pi0.5,failure,1052,52.6,8,0.1521,0.572
2147,cable_clip,pi0.5,failure,1055,52.8,6,0.1137,0.294
2148,cable_clip,pi0.5,failure,1042,52.1,7,0.1344,0.499
2149,cable_clip,pi0.5,failure,1057,52.9,12,0.2271,0.44
2150,cable_clip,pi0.5,failure,1052,52.6,7,0.1331,0.452
2151,cable_clip,pi0.5,failure,1055,52.8,10,0.1896,0.418
2152,cable_clip,pi0.5,failure,166,8.3,2,0.241,0.711
2153,cable_clip,pi0.5,failure,1061,53.0,10,0.1885,0.402
2154,cable_clip,pi0.5,failure,1059,53.0,16,0.3022,0.602
2155,cable_clip,pi0.5,failure,833,41.6,9,0.2161,0.707
2156,cable_clip,pi0.5,failure,1054,52.7,9,0.1708,0.702
2157,cable_clip,pi0.5,failure,151,7.5,2,0.2649,0.828
2158,cable_clip,pi0.5,failure,573,28.6,7,0.2443,0.635
2159,cable_clip,teleoperated,successful,632,31.6,2,0.0633,0.203
2160,cable_clip,teleoperated,successful,509,25.4,3,0.1179,0.43
2161,cable_clip,teleoperated,successful,439,21.9,5,0.2278,0.405
2162,cable_clip,teleoperated,successful,422,21.1,3,0.1422,0.585
2163,cable_clip,teleoperated,successful,504,25.2,3,0.119,0.448
2164,cable_clip,teleoperated,successful,461,23.1,3,0.1302,0.377
2165,cable_clip,teleoperated,successful,465,23.2,3,0.129,0.428
2166,cable_clip,teleoperated,successful,567,28.4,2,0.0705,0.365
2167,cable_clip,teleoperated,successful,461,23.1,3,0.1302,0.345
2168,cable_clip,teleoperated,successful,396,19.8,3,0.1515,0.442
2169,cable_clip,teleoperated,successful,972,48.6,4,0.0823,0.266
2170,cable_clip,teleoperated,successful,941,47.0,5,0.1063,0.543
2171,cable_clip,teleoperated,successful,702,35.1,5,0.1425,0.635
2172,cable_clip,teleoperated,successful,552,27.6,3,0.1087,0.319
2173,cable_clip,teleoperated,successful,557,27.9,3,0.1077,0.266
2174,cable_clip,teleoperated,successful,344,17.2,3,0.1744,0.605
2175,cable_clip,teleoperated,successful,451,22.6,3,0.133,0.315
2176,cable_clip,teleoperated,successful,596,29.8,4,0.1342,0.337
2177,cable_clip,teleoperated,successful,497,24.9,2,0.0805,0.382
2178,cable_clip,teleoperated,successful,464,23.2,4,0.1724,0.418
2179,cable_clip,teleoperated,successful,927,46.4,6,0.1294,0.366
2180,cable_clip,teleoperated,successful,676,33.8,5,0.1479,0.271
2181,cable_clip,teleoperated,successful,401,20.1,3,0.1496,0.421
2182,cable_clip,teleoperated,successful,471,23.6,3,0.1274,0.425
2183,cable_clip,teleoperated,successful,730,36.5,5,0.137,0.396
2184,cable_clip,teleoperated,successful,461,23.1,5,0.2169,0.458
2185,cable_clip,teleoperated,successful,519,25.9,3,0.1156,0.358
2186,cable_clip,teleoperated,successful,601,30.1,3,0.0998,0.308
2187,cable_clip,teleoperated,successful,447,22.4,5,0.2237,0.477
2188,cable_clip,teleoperated,successful,1015,50.8,3,0.0591,0.202
2189,cable_clip,teleoperated,successful,804,40.2,6,0.1493,0.46
2190,cable_clip,teleoperated,successful,453,22.6,3,0.1325,0.6
2191,cable_clip,teleoperated,successful,414,20.7,3,0.1449,0.49
2192,cable_clip,teleoperated,successful,370,18.5,3,0.1622,0.446
2193,cable_clip,teleoperated,successful,570,28.5,4,0.1404,0.358
2194,cable_clip,teleoperated,successful,892,44.6,5,0.1121,0.391
2195,cable_clip,teleoperated,successful,580,29.0,4,0.1379,0.488
2196,cable_clip,teleoperated,successful,543,27.1,4,0.1473,0.527
2197,cable_clip,teleoperated,successful,392,19.6,2,0.102,0.459
2198,cable_clip,teleoperated,successful,690,34.5,3,0.087,0.393
2199,cable_clip,teleoperated,successful,487,24.4,3,0.1232,0.384
2200,cable_clip,teleoperated,successful,471,23.6,3,0.1274,0.535
2201,cable_clip,teleoperated,successful,293,14.7,3,0.2048,0.485
2202,cable_clip,teleoperated,successful,475,23.8,2,0.0842,0.632
2203,cable_clip,teleoperated,successful,361,18.1,3,0.1662,0.396
2204,cable_clip,teleoperated,successful,391,19.6,3,0.1535,0.596
2205,cable_clip,teleoperated,successful,703,35.1,4,0.1138,0.41
2206,cable_clip,teleoperated,successful,683,34.1,3,0.0878,0.329
2207,cable_clip,teleoperated,successful,544,27.2,3,0.1103,0.355
2208,cable_clip,teleoperated,successful,351,17.6,2,0.114,0.521
2209,cable_unclip,diffusion,failure,684,34.2,11,0.3216,0.632
2210,cable_unclip,diffusion,failure,683,34.1,10,0.2928,0.63
2211,cable_unclip,diffusion,failure,702,35.1,9,0.2564,0.668
2212,cable_unclip,diffusion,failure,607,30.4,8,0.2636,0.671
2213,cable_unclip,diffusion,failure,684,34.2,9,0.2632,0.699
2214,cable_unclip,diffusion,failure,701,35.0,9,0.2568,0.715
2215,cable_unclip,diffusion,failure,706,35.3,9,0.255,0.635
2216,cable_unclip,diffusion,failure,709,35.5,9,0.2539,0.671
2217,cable_unclip,diffusion,failure,709,35.5,8,0.2257,0.769
2218,cable_unclip,diffusion,successful,380,19.0,5,0.2632,0.761
2219,cable_unclip,diffusion,failure,709,35.5,11,0.3103,0.711
2220,cable_unclip,diffusion,failure,709,35.5,10,0.2821,0.76
2221,cable_unclip,diffusion,failure,708,35.4,8,0.226,0.767
2222,cable_unclip,diffusion,successful,200,10.0,4,0.4,0.755
2223,cable_unclip,diffusion,failure,709,35.5,10,0.2821,0.602
2224,cable_unclip,diffusion,failure,692,34.6,8,0.2312,0.597
2225,cable_unclip,diffusion,failure,686,34.3,8,0.2332,0.583
2226,cable_unclip,diffusion,failure,675,33.8,8,0.237,0.652
2227,cable_unclip,diffusion,failure,667,33.4,10,0.2999,0.619
2228,cable_unclip,diffusion,failure,687,34.4,8,0.2329,0.742
2229,cable_unclip,diffusion,failure,678,33.9,9,0.2655,0.754
2230,cable_unclip,diffusion,failure,565,28.2,7,0.2478,0.646
2231,cable_unclip,diffusion,failure,685,34.2,8,0.2336,0.642
2232,cable_unclip,diffusion,failure,673,33.6,10,0.2972,0.725
2233,cable_unclip,diffusion,failure,660,33.0,8,0.2424,0.794
2234,cable_unclip,diffusion,failure,690,34.5,7,0.2029,0.752
2235,cable_unclip,diffusion,failure,705,35.2,10,0.2837,0.701
2236,cable_unclip,diffusion,failure,707,35.4,10,0.2829,0.702
2237,cable_unclip,diffusion,failure,707,35.4,9,0.2546,0.648
2238,cable_unclip,diffusion,failure,706,35.3,10,0.2833,0.671
2239,cable_unclip,act,successful,123,6.2,2,0.3252,0.805
2240,cable_unclip,act,successful,107,5.3,2,0.3738,0.729
2241,cable_unclip,act,successful,116,5.8,3,0.5172,0.784
2242,cable_unclip,act,successful,115,5.8,2,0.3478,0.652
2243,cable_unclip,act,successful,140,7.0,3,0.4286,0.629
2244,cable_unclip,act,successful,140,7.0,3,0.4286,0.7
2245,cable_unclip,act,failure,489,24.4,14,0.5726,0.697
2246,cable_unclip,act,successful,140,7.0,2,0.2857,0.707
2247,cable_unclip,act,successful,129,6.5,3,0.4651,0.643
2248,cable_unclip,act,successful,142,7.1,2,0.2817,0.754
2249,cable_unclip,act,successful,162,8.1,3,0.3704,0.679
2250,cable_unclip,act,successful,179,8.9,3,0.3352,0.575
2251,cable_unclip,act,successful,125,6.2,2,0.32,0.688
2252,cable_unclip,act,successful,180,9.0,3,0.3333,0.65
2253,cable_unclip,act,successful,183,9.2,3,0.3279,0.65
2254,cable_unclip,act,successful,150,7.5,3,0.4,0.66
2255,cable_unclip,act,successful,170,8.5,3,0.3529,0.624
2256,cable_unclip,act,failure,498,24.9,15,0.6024,0.568
2257,cable_unclip,act,failure,498,24.9,9,0.3614,0.721
2258,cable_unclip,act,failure,496,24.8,11,0.4435,0.548
2259,cable_unclip,act,failure,495,24.8,9,0.3636,0.584
2260,cable_unclip,act,failure,495,24.8,11,0.4444,0.659
2261,cable_unclip,act,failure,487,24.4,5,0.2053,0.938
2262,cable_unclip,act,successful,169,8.4,4,0.4734,0.775
2263,cable_unclip,act,failure,498,24.9,15,0.6024,0.633
2264,cable_unclip,act,failure,492,24.6,11,0.4472,0.583
2265,cable_unclip,act,failure,497,24.9,13,0.5231,0.561
2266,cable_unclip,act,successful,361,18.1,8,0.4432,0.673
2267,cable_unclip,act,failure,498,24.9,14,0.5622,0.57
2268,cable_unclip,act,failure,499,24.9,16,0.6413,0.597
2269,cable_unclip,smolvla,failure,775,38.8,11,0.2839,0.737
2270,cable_unclip,smolvla,failure,779,39.0,13,0.3338,0.738
2271,cable_unclip,smolvla,failure,779,39.0,10,0.2567,0.85
2272,cable_unclip,smolvla,failure,775,38.8,11,0.2839,0.773
2273,cable_unclip,smolvla,failure,730,36.5,10,0.274,0.792
2274,cable_unclip,smolvla,successful,311,15.6,5,0.3215,0.72
2275,cable_unclip,smolvla,failure,778,38.9,11,0.2828,0.701
2276,cable_unclip,smolvla,successful,162,8.1,3,0.3704,0.753
2277,cable_unclip,smolvla,successful,160,8.0,2,0.25,0.713
2278,cable_unclip,smolvla,successful,164,8.2,2,0.2439,0.738
2279,cable_unclip,smolvla,successful,206,10.3,3,0.2913,0.786
2280,cable_unclip,smolvla,failure,775,38.8,9,0.2323,0.748
2281,cable_unclip,smolvla,failure,779,39.0,14,0.3594,0.784
2282,cable_unclip,smolvla,failure,775,38.8,11,0.2839,0.735
2283,cable_unclip,smolvla,failure,775,38.8,10,0.2581,0.768
2284,cable_unclip,smolvla,failure,778,38.9,10,0.2571,0.731
2285,cable_unclip,smolvla,failure,779,39.0,13,0.3338,0.716
2286,cable_unclip,smolvla,failure,779,39.0,12,0.3081,0.703
2287,cable_unclip,smolvla,failure,779,39.0,11,0.2824,0.746
2288,cable_unclip,smolvla,successful,181,9.1,3,0.3315,0.646
2289,cable_unclip,smolvla,failure,777,38.9,11,0.2831,0.768
2290,cable_unclip,smolvla,failure,775,38.8,13,0.3355,0.792
2291,cable_unclip,smolvla,failure,769,38.5,9,0.2341,0.831
2292,cable_unclip,smolvla,successful,400,20.0,5,0.25,0.76
2293,cable_unclip,smolvla,successful,380,19.0,5,0.2632,0.763
2294,cable_unclip,smolvla,failure,769,38.5,10,0.2601,0.7
2295,cable_unclip,smolvla,failure,774,38.7,10,0.2584,0.658
2296,cable_unclip,smolvla,successful,771,38.5,11,0.2853,0.75
2297,cable_unclip,smolvla,successful,180,9.0,3,0.3333,0.739
2298,cable_unclip,smolvla,successful,200,10.0,3,0.3,0.765
2299,cable_unclip,molmoact2,failure,421,21.1,6,0.285,0.715
2300,cable_unclip,molmoact2,failure,442,22.1,7,0.3167,0.656
2301,cable_unclip,molmoact2,failure,426,21.3,6,0.2817,0.716
2302,cable_unclip,molmoact2,failure,398,19.9,12,0.603,0.48
2303,cable_unclip,molmoact2,failure,304,15.2,5,0.3289,0.688
2304,cable_unclip,molmoact2,successful,342,17.1,6,0.3509,0.661
2305,cable_unclip,molmoact2,failure,420,21.0,9,0.4286,0.536
2306,cable_unclip,molmoact2,successful,141,7.0,2,0.2837,0.794
2307,cable_unclip,molmoact2,failure,421,21.1,5,0.2375,0.758
2308,cable_unclip,molmoact2,failure,421,21.1,10,0.4751,0.622
2309,cable_unclip,molmoact2,successful,180,9.0,3,0.3333,0.661
2310,cable_unclip,molmoact2,failure,397,19.9,6,0.3023,0.69
2311,cable_unclip,molmoact2,successful,195,9.8,3,0.3077,0.744
2312,cable_unclip,molmoact2,successful,202,10.1,4,0.396,0.594
2313,cable_unclip,molmoact2,successful,174,8.7,3,0.3448,0.718
2314,cable_unclip,molmoact2,successful,224,11.2,3,0.2679,0.701
2315,cable_unclip,molmoact2,failure,409,20.4,5,0.2445,0.626
2316,cable_unclip,molmoact2,failure,409,20.4,5,0.2445,0.743
2317,cable_unclip,molmoact2,failure,412,20.6,6,0.2913,0.561
2318,cable_unclip,molmoact2,successful,207,10.3,3,0.2899,0.662
2319,cable_unclip,molmoact2,failure,421,21.1,4,0.19,0.791
2320,cable_unclip,molmoact2,failure,411,20.6,10,0.4866,0.535
2321,cable_unclip,molmoact2,successful,181,9.1,3,0.3315,0.707
2322,cable_unclip,molmoact2,successful,164,8.2,3,0.3659,0.701
2323,cable_unclip,molmoact2,failure,397,19.9,8,0.403,0.557
2324,cable_unclip,molmoact2,failure,401,20.1,5,0.2494,0.589
2325,cable_unclip,molmoact2,failure,412,20.6,8,0.3883,0.49
2326,cable_unclip,molmoact2,failure,414,20.7,7,0.3382,0.362
2327,cable_unclip,molmoact2,failure,414,20.7,9,0.4348,0.447
2328,cable_unclip,molmoact2,failure,391,19.6,3,0.1535,0.752
2329,cable_unclip,molmoact2,failure,432,21.6,13,0.6019,0.551
2330,cable_unclip,molmoact2,failure,340,17.0,3,0.1765,0.853
2331,cable_unclip,molmoact2,failure,450,22.5,4,0.1778,0.871
2332,cable_unclip,molmoact2,failure,452,22.6,14,0.6195,0.496
2333,cable_unclip,molmoact2,failure,449,22.4,10,0.4454,0.588
2334,cable_unclip,molmoact2,failure,451,22.6,9,0.3991,0.632
2335,cable_unclip,molmoact2,failure,453,22.6,6,0.2649,0.733
2336,cable_unclip,molmoact2,successful,214,10.7,3,0.2804,0.808
2337,cable_unclip,molmoact2,successful,202,10.1,4,0.396,0.723
2338,cable_unclip,molmoact2,failure,451,22.6,6,0.2661,0.643
2339,cable_unclip,molmoact2,successful,448,22.4,7,0.3125,0.647
2340,cable_unclip,molmoact2,successful,180,9.0,3,0.3333,0.756
2341,cable_unclip,molmoact2,failure,350,17.5,3,0.1714,0.829
2342,cable_unclip,molmoact2,successful,186,9.3,3,0.3226,0.753
2343,cable_unclip,molmoact2,failure,449,22.4,9,0.4009,0.628
2344,cable_unclip,molmoact2,failure,447,22.4,8,0.3579,0.678
2345,cable_unclip,molmoact2,successful,245,12.2,3,0.2449,0.702
2346,cable_unclip,molmoact2,failure,419,20.9,7,0.3341,0.659
2347,cable_unclip,molmoact2,failure,419,20.9,5,0.2387,0.656
2348,cable_unclip,molmoact2,failure,419,20.9,5,0.2387,0.695
2349,cable_unclip,molmoact2,failure,421,21.1,5,0.2375,0.717
2350,cable_unclip,molmoact2,failure,413,20.6,11,0.5327,0.528
2351,cable_unclip,molmoact2,failure,272,13.6,3,0.2206,0.743
2352,cable_unclip,molmoact2,failure,431,21.6,7,0.3248,0.654
2353,cable_unclip,molmoact2,failure,431,21.6,11,0.5104,0.585
2354,cable_unclip,molmoact2,successful,180,9.0,3,0.3333,0.656
2355,cable_unclip,molmoact2,failure,420,21.0,11,0.5238,0.536
2356,cable_unclip,molmoact2,failure,423,21.1,8,0.3783,0.612
2357,cable_unclip,molmoact2,failure,424,21.2,13,0.6132,0.493
2358,cable_unclip,molmoact2,failure,424,21.2,11,0.5189,0.561
2359,cable_unclip,grootn1.7,successful,145,7.2,4,0.5517,0.738
2360,cable_unclip,grootn1.7,failure,371,18.6,5,0.2695,0.811
2361,cable_unclip,grootn1.7,successful,177,8.8,4,0.452,0.65
2362,cable_unclip,grootn1.7,failure,369,18.4,14,0.7588,0.675
2363,cable_unclip,grootn1.7,successful,296,14.8,4,0.2703,0.828
2364,cable_unclip,grootn1.7,failure,358,17.9,9,0.5028,0.603
2365,cable_unclip,grootn1.7,failure,365,18.2,6,0.3288,0.797
2366,cable_unclip,grootn1.7,failure,365,18.2,9,0.4932,0.674
2367,cable_unclip,grootn1.7,successful,260,13.0,5,0.3846,0.7
2368,cable_unclip,grootn1.7,failure,366,18.3,9,0.4918,0.708
2369,cable_unclip,grootn1.7,failure,369,18.4,4,0.2168,0.875
2370,cable_unclip,grootn1.7,failure,375,18.8,8,0.4267,0.733
2371,cable_unclip,grootn1.7,failure,354,17.7,9,0.5085,0.613
2372,cable_unclip,grootn1.7,failure,369,18.4,6,0.3252,0.688
2373,cable_unclip,grootn1.7,failure,369,18.4,7,0.3794,0.897
2374,cable_unclip,grootn1.7,failure,386,19.3,12,0.6218,0.505
2375,cable_unclip,grootn1.7,failure,377,18.9,11,0.5836,0.504
2376,cable_unclip,grootn1.7,failure,385,19.2,12,0.6234,0.53
2377,cable_unclip,grootn1.7,failure,379,18.9,7,0.3694,0.501
2378,cable_unclip,grootn1.7,successful,377,18.9,7,0.3714,0.793
2379,cable_unclip,grootn1.7,successful,380,19.0,6,0.3158,0.655
2380,cable_unclip,grootn1.7,successful,250,12.5,6,0.48,0.672
2381,cable_unclip,grootn1.7,failure,385,19.2,5,0.2597,0.831
